Year,Origin,flowDesc,ImportCountry,ImportValue
2022,Malaysia,Import,Senegal,770928.215
2022,Malaysia,Import,Saint Helena,1834.097
2022,Malaysia,Import,Anguilla,544.639
2022,Malaysia,Import,Saint Lucia,644.388
2022,Malaysia,Import,Saint Pierre and Miquelon,485.563
2022,Malaysia,Import,San Marino,8590.853
2022,Malaysia,Import,Sao Tome and Principe,40.899
2022,Malaysia,Import,Seychelles,143994.545
2022,Malaysia,Import,Burundi,586.22
2022,Malaysia,Import,Cabo Verde,488.517
2022,Malaysia,Import,Cayman Isds,2284856.251
2022,Malaysia,Import,Chad,26408.994
2022,Malaysia,Import,Comoros,98740.389
2022,Malaysia,Import,Cocos Isds,1176.985
2022,Malaysia,Import,Cook Isds,251.075
2022,Malaysia,Import,Benin,2199268.781
2022,Malaysia,Import,Faeroe Isds,260146.811
2022,Malaysia,Import,South Georgia and the South Sandwich Islands,247.894
2022,Malaysia,Import,Malawi,8562080.794
2022,Malaysia,Import,Liberia,63014641.13
2022,Malaysia,Import,Libya,36867825.74
2022,Malaysia,Import,Mali,1580198.414
2022,Malaysia,Import,Mauritania,591771.59
2022,Malaysia,Import,Somalia,2725.47
2022,Malaysia,Import,Syria,192636.282
2022,Malaysia,Import,Tokelau,33163.25
2022,Malaysia,Import,Tonga,2483.938
2022,Malaysia,Import,Uganda,13632906.84
2022,Malaysia,Import,French Polynesia,128.832
2022,Malaysia,Import,Gambia,21456.569
2022,Malaysia,Import,Gibraltar,171399.886
2022,Malaysia,Import,Kiribati,1711326.562
2022,Malaysia,Import,Greenland,113.609
2022,Malaysia,Import,Guinea,13198336.79
2022,Malaysia,Import,Holy See (Vatican City State),244052.34
2023,Malaysia,Import,Montenegro,28110306.93
2023,Malaysia,Import,Thailand,11940675899
2023,Malaysia,Import,Venezuela,39228742.8
2023,Malaysia,Import,Yemen,53098935.27
2023,Malaysia,Import,Zambia,8984031.713
2023,Malaysia,Import,Iraq,97911355.71
2023,Malaysia,Import,Ireland,3378265647
2023,Malaysia,Import,Afghanistan,3807086.825
2023,Malaysia,Import,Albania,1054331.694
2023,Malaysia,Import,Algeria,23642443.58
2023,Malaysia,Import,American Samoa,13939.541
2023,Malaysia,Import,Andorra,35257.898
2023,Malaysia,Import,Angola,25365726.11
2023,Malaysia,Import,Azerbaijan,360912.486
2023,Malaysia,Import,Argentina,1646647903
2023,Malaysia,Import,Australia,7616482658
2023,Malaysia,Import,Austria,653879009
2023,Malaysia,Import,Bahamas,987749.352
2023,Malaysia,Import,Bahrain,280909447.3
2023,Malaysia,Import,Bangladesh,328780411.3
2023,Malaysia,Import,Armenia,99435.305
2023,Malaysia,Import,Barbados,2010511.021
2023,Malaysia,Import,Belgium,817216980.1
2023,Malaysia,Import,United Rep. of Tanzania,79872402.42
2023,Malaysia,Import,United States of America,19528114543
2023,Malaysia,Import,Burkina Faso,80173.904
2023,Malaysia,Import,Uruguay,19944541.38
2023,Malaysia,Import,Uzbekistan,420253.494
2023,Malaysia,Import,"Areas, nes",120323904.8
2023,Malaysia,Import,Hungary,152967468.1
2023,Malaysia,Import,Iceland,555724.222
2023,Malaysia,Import,Indonesia,13222041072
2023,Malaysia,Import,Iran,46764353.08
2023,Malaysia,Import,Italy,1762676365
2023,Malaysia,Import,Côte d'Ivoire,881030414.4
2023,Malaysia,Import,Jamaica,2384045.246
2023,Malaysia,Import,Japan,15555690350
2023,Malaysia,Import,Kazakhstan,1948905.63
2023,Malaysia,Import,Jordan,112415125.3
2023,Malaysia,Import,Kenya,22902036.06
2023,Malaysia,Import,Rep. of Korea,12095702026
2023,Malaysia,Import,Kuwait,618024887.6
2023,Malaysia,Import,Kyrgyzstan,266765.712
2023,Malaysia,Import,Lao People's Dem. Rep.,16545742.36
2023,Malaysia,Import,Lebanon,9943271.806
2023,Malaysia,Import,Latvia,15895940.44
2023,Malaysia,Import,Libya,57902580.77
2023,Malaysia,Import,Lithuania,33361359.44
2023,Malaysia,Import,Luxembourg,7360081.205
2023,Malaysia,Import,"China, Macao SAR",16624509.66
2023,Malaysia,Import,Madagascar,23068827.07
2023,Malaysia,Import,Malawi,3464879.018
2023,Malaysia,Import,Malaysia,104114847.3
2023,Malaysia,Import,Maldives,4846537.221
2023,Malaysia,Import,Mali,353244.017
2023,Malaysia,Import,Malta,16959930.02
2023,Malaysia,Import,Mauritania,248673.449
2023,Malaysia,Import,Mauritius,1624830.212
2023,Malaysia,Import,Mexico,671720279
2023,Malaysia,Import,"Other Asia, nes",18373733451
2023,Malaysia,Import,Mongolia,428311.602
2023,Malaysia,Import,Rep. of Moldova,2419471.542
2023,Malaysia,Import,Morocco,42711275.99
2023,Malaysia,Import,Mozambique,110597896.7
2023,Malaysia,Import,Oman,800225225.9
2023,Malaysia,Import,Namibia,6408344.692
2023,Malaysia,Import,Nepal,1454723.211
2023,Malaysia,Import,Netherlands,1117342259
2023,Malaysia,Import,Bhutan,17069.596
2023,Malaysia,Import,Bolivia (Plurinational State of),2060683.107
2023,Malaysia,Import,Bosnia Herzegovina,3251193.547
2023,Malaysia,Import,Botswana,149781.271
2023,Malaysia,Import,Brazil,2732673324
2023,Malaysia,Import,Belize,451701.606
2023,Malaysia,Import,Br. Indian Ocean Terr.,421.214
2023,Malaysia,Import,Solomon Isds,10235295.69
2023,Malaysia,Import,Br. Virgin Isds,6189.943
2023,Malaysia,Import,Brunei Darussalam,638087055.2
2023,Malaysia,Import,Bulgaria,38164752.56
2023,Malaysia,Import,Myanmar,231451648.1
2023,Malaysia,Import,Burundi,1581303.269
2023,Malaysia,Import,Belarus,21817137.05
2023,Malaysia,Import,Cambodia,148006240
2023,Malaysia,Import,Cameroon,270278616
2023,Malaysia,Import,Canada,926599814.9
2023,Malaysia,Import,Cayman Isds,143564.797
2023,Malaysia,Import,Central African Rep.,2366856.15
2023,Malaysia,Import,Sri Lanka,78117625.29
2023,Malaysia,Import,Chad,87231020.89
2023,Malaysia,Import,Chile,302221430.8
2023,Malaysia,Import,China,56708868760
2023,Malaysia,Import,Christmas Isds,1115153.64
2023,Malaysia,Import,Cocos Isds,259.614
2023,Malaysia,Import,Colombia,318599275.5
2023,Malaysia,Import,Congo,192405064.8
2023,Malaysia,Import,Dem. Rep. of the Congo,152895744.1
2023,Malaysia,Import,Costa Rica,308809582.7
2023,Malaysia,Import,Croatia,64407337.27
2023,Malaysia,Import,Cuba,9585403.64
2023,Malaysia,Import,Cyprus,10580960.04
2023,Malaysia,Import,Czechia,235578143.8
2023,Malaysia,Import,Curaçao,1014308.878
2023,Malaysia,Import,Bonaire,584.788
2023,Malaysia,Import,New Caledonia,168865.065
2023,Malaysia,Import,New Zealand,913915277.8
2023,Malaysia,Import,Nicaragua,9466368.822
2023,Malaysia,Import,Nigeria,438496781.4
2023,Malaysia,Import,Norway,230447757
2023,Malaysia,Import,N. Mariana Isds,3142.553
2023,Malaysia,Import,FS Micronesia,27741.82
2023,Malaysia,Import,Pakistan,448333774.5
2023,Malaysia,Import,Panama,6870661.074
2023,Malaysia,Import,Papua New Guinea,176215974.1
2023,Malaysia,Import,Paraguay,3711394.429
2023,Malaysia,Import,Peru,182908169.6
2023,Malaysia,Import,Philippines,2120866912
2023,Malaysia,Import,Poland,336171400.1
2023,Malaysia,Import,Portugal,58539951.28
2023,Malaysia,Import,Guinea-Bissau,676484.243
2023,Malaysia,Import,Timor-Leste,362053.339
2023,Malaysia,Import,Qatar,603111626.6
2023,Malaysia,Import,Romania,137015253.5
2023,Malaysia,Import,Russian Federation,2498356473
2023,Malaysia,Import,Rwanda,23012215.73
2023,Malaysia,Import,Saint Lucia,86900.835
2023,Malaysia,Import,San Marino,70107.737
2023,Malaysia,Import,Saudi Arabia,9572718211
2023,Malaysia,Import,Senegal,2932190.023
2023,Malaysia,Import,Serbia,5094316.494
2023,Malaysia,Import,Seychelles,823993.676
2023,Malaysia,Import,Sierra Leone,1936865.391
2023,Malaysia,Import,India,6543946328
2023,Malaysia,Import,Benin,244574.448
2023,Malaysia,Import,Denmark,324417493.2
2023,Malaysia,Import,Dominican Rep.,22650724.59
2023,Malaysia,Import,Ecuador,359256362.5
2023,Malaysia,Import,El Salvador,1956956.064
2023,Malaysia,Import,Ethiopia,16661991.6
2023,Malaysia,Import,Estonia,16247669.53
2023,Malaysia,Import,Fiji,1243638.262
2023,Malaysia,Import,Finland,271666044.9
2023,Malaysia,Import,France,2323181943
2023,Malaysia,Import,French Polynesia,504.098
2023,Malaysia,Import,Djibouti,2473794.596
2023,Malaysia,Import,Gabon,401706618
2023,Malaysia,Import,Georgia,30600352.37
2023,Malaysia,Import,State of Palestine,1618100.43
2023,Malaysia,Import,Germany,7211171436
2023,Malaysia,Import,Ghana,226364763.2
2023,Malaysia,Import,Greece,330743878.3
2023,Malaysia,Import,Guam,520372.916
2023,Malaysia,Import,Guatemala,17283308.17
2023,Malaysia,Import,Guinea,33712927.15
2023,Malaysia,Import,Guyana,1310400.185
2023,Malaysia,Import,Haiti,5808005.956
2023,Malaysia,Import,Honduras,4604672.49
2023,Malaysia,Import,"China, Hong Kong SAR",3342762959
2023,Malaysia,Import,Singapore,31528337811
2023,Malaysia,Import,Slovakia,29330032.23
2023,Malaysia,Import,Viet Nam,6010653661
2023,Malaysia,Import,Slovenia,48414499.12
2023,Malaysia,Import,Somalia,6238.84
2023,Malaysia,Import,South Africa,764550043.4
2023,Malaysia,Import,Zimbabwe,3035983.066
2023,Malaysia,Import,Spain,688154111.4
2023,Malaysia,Import,South Sudan,21091.195
2023,Malaysia,Import,Sudan,470118265.8
2023,Malaysia,Import,Suriname,5481071.499
2023,Malaysia,Import,Sweden,491453780.8
2023,Malaysia,Import,Switzerland,1581650153
2023,Malaysia,Import,Syria,208593.185
2023,Malaysia,Import,Tajikistan,800.548
2023,Malaysia,Import,Togo,107345621.9
2023,Malaysia,Import,Tokelau,479684.84
2023,Malaysia,Import,Trinidad and Tobago,2987712.474
2023,Malaysia,Import,United Arab Emirates,5567639584
2023,Malaysia,Import,Tunisia,94858159.65
2023,Malaysia,Import,Türkiye,614577112.8
2023,Malaysia,Import,Turkmenistan,714173.826
2023,Malaysia,Import,Uganda,34270097.67
2023,Malaysia,Import,Ukraine,81262750.88
2023,Malaysia,Import,North Macedonia,423218.001
2023,Malaysia,Import,Egypt,228212073.3
2023,Malaysia,Import,United Kingdom,1867013831
2023,Malaysia,Import,Samoa,41782.225
2023,Malaysia,Import,Antarctica,3981.692
2023,Malaysia,Import,Antigua and Barbuda,5375.581
2023,Malaysia,Import,Lesotho,65.123
2023,Malaysia,Import,Liberia,26831789.44
2023,Malaysia,Import,Montserrat,441.168
2023,Malaysia,Import,Nauru,294.258
2023,Malaysia,Import,Cabo Verde,88211.84
2023,Malaysia,Import,Vanuatu,1989414.345
2023,Malaysia,Import,Niger,4398.741
2023,Malaysia,Import,Norfolk Isds,53234.606
2023,Malaysia,Import,United States Minor Outlying Islands,9.429
2023,Malaysia,Import,Saint Helena,791212.852
2023,Malaysia,Import,Saint Kitts and Nevis,128.053
2023,Malaysia,Import,Saint Vincent and the Grenadines,52.624
2023,Malaysia,Import,Sao Tome and Principe,39.468
2023,Malaysia,Import,Dominica,50606.237
2023,Malaysia,Import,Equatorial Guinea,188189.615
2023,Malaysia,Import,Faeroe Isds,432820.416
2023,Malaysia,Import,Falkland Isds (Malvinas),2795139.247
2023,Malaysia,Import,Gambia,94775.855
2023,Malaysia,Import,Gibraltar,8228686.982
2023,Malaysia,Import,Kiribati,580946.87
2023,Malaysia,Import,Greenland,109.634
2023,Malaysia,Import,Grenada,102585.313
2023,Malaysia,Import,Holy See (Vatican City State),10387.395
2023,Malaysia,Import,Tonga,17231.196
